Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,Has_Twitter,match_score,univ_Gender,univ_Country,univ_Party,univ_Position,univ_Branch,univ_Role,univ_YearTookOffice,univ_Status,univ_Region
Katie Britt,Female,United States,Republican Party,United States Senator,Legislative,2025,,Current,KatieBoydBritt,True,81.4814814814815,f,USA,Republican,Senator,Legislative,Congress,2023,Incumbent,Alabama
Katie Britt,Female,United States,Republican Party,United States Senator,Legislative,2023,2025,Former,KatieBoydBritt,True,81.4814814814815,f,USA,Republican,Senator,Legislative,Congress,2023,Incumbent,Alabama
Kelly Loeffler,Female,United States,Republican Party,United States Senator,Legislative,2020,2021,Former,kloeffler,True,100.0,f,USA,Republican,"Administrator of the
Small Business Administration",Executive,Cabinet,2025,Incumbent,
Kelly Loeffler,Female,United States,Republican Party,United States Senator,Legislative,2021,2021,Former,kloeffler,True,100.0,f,USA,Republican,"Administrator of the
Small Business Administration",Executive,Cabinet,2025,Incumbent,
Kevin Cramer,Male,United States,Republican Party,United States Senator,Legislative,2023,2025,Former,kevincramer,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,North Dakota
Kevin Cramer,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,kevincramer,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,North Dakota
Kevin Cramer,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,kevincramer,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,North Dakota
Kevin Cramer,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,kevincramer,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,North Dakota
Kevin Miles,Male,United States,,,Legislative,2019,,Current,,False,81.81818181818181,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,California
Kirsten Gillibrand,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,SenGillibrand,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,New York
Kirsten Gillibrand,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,SenGillibrand,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,New York
Kirsten Gillibrand,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,SenGillibrand,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,New York
Lamar Alexander,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenAlexander,True,80.0,m,Germany,SPD,,Legislative,Bundestag,2023,Incumbent,
Lindsey Graham,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,LindseyGrahamSC,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2003,Incumbent,South Carolina
Lindsey Graham,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,LindseyGrahamSC,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2003,Incumbent,South Carolina
Lindsey Graham,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,LindseyGrahamSC,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2003,Incumbent,South Carolina
Lisa Blunt Rochester,Female,United States,Democratic Party,United States Senator,Legislative,2025,,Current,LisaBRochester,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2025,Incumbent,Delaware
Lisa Murkowski,Female,United States,Republican Party,United States Senator,Legislative,2023,,Current,lisamurkowski,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2002,Incumbent,Alaska
Lisa Murkowski,Female,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,lisamurkowski,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2002,Incumbent,Alaska
Lisa Murkowski,Female,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,lisamurkowski,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2002,Incumbent,Alaska
Marco Rubio,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,marcorubio,True,100.0,m,USA,Republican,Secretary of State; National Security Advisor,Executive,Cabinet; Executive Office,2025,Incumbent,
Marco Rubio,Male,United States,Republican Party,United States Senator,Legislative,2025,2025,Former,marcorubio,True,100.0,m,USA,Republican,Secretary of State; National Security Advisor,Executive,Cabinet; Executive Office,2025,Incumbent,
Marco Rubio,Male,United States,Republican Party,United States Senator,Legislative,2023,2025,Former,marcorubio,True,100.0,m,USA,Republican,Secretary of State; National Security Advisor,Executive,Cabinet; Executive Office,2025,Incumbent,
Marco Rubio,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,marcorubio,True,100.0,m,USA,Republican,Secretary of State; National Security Advisor,Executive,Cabinet; Executive Office,2025,Incumbent,
Maria Cantwell,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,MariaCantwell,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2001,Incumbent,Washington
Maria Cantwell,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,MariaCantwell,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2001,Incumbent,Washington
Maria Cantwell,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,MariaCantwell,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2001,Incumbent,Washington
Mark Kelly,Male,United States,Democratic Party,United States Senator,Legislative,2020,2021,Former,CaptMarkKelly,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2020,Incumbent,Arizona
Mark Kelly,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,CaptMarkKelly,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2020,Incumbent,Arizona
Mark Kelly,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,CaptMarkKelly,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2020,Incumbent,Arizona
Mark Warner,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,MarkWarner,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Virginia
Mark Warner,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,MarkWarner,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Virginia
Mark Warner,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,MarkWarner,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Virginia
Markwayne Mullin,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,RepMullin,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2023,Incumbent,Oklahoma
Marsha Blackburn,Female,United States,Republican Party,United States Senator,Legislative,2023,,Current,MarshaBlackburn,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,Tennessee
Marsha Blackburn,Female,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,MarshaBlackburn,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,Tennessee
Marsha Blackburn,Female,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,MarshaBlackburn,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,Tennessee
Martin Heinrich,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,MartinHeinrich,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,New Mexico
Martin Heinrich,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,MartinHeinrich,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,New Mexico
Martin Heinrich,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,MartinHeinrich,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,New Mexico
Maryse Thomas,Female,United States,,,Legislative,,,Current,,False,84.61538461538461,m,USA,Republican,Representative,Legislative,Congress,2012,Incumbent,Kentucky
Mazie Hirono,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,mazieforhawaii,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Hawaii
Mazie Hirono,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,mazieforhawaii,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Hawaii
Mazie Hirono,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,mazieforhawaii,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Hawaii
Michael Bennet,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,MichaelBennet,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Colorado
Michael Bennet,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,MichaelBennet,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Colorado
Michael Bennet,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,MichaelBennet,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Colorado
Michael Gandler,Male,United States,,,Legislative,2019,,Current,,False,82.75862068965517,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,New York
Michael Ramlet,Male,United States,,,Legislative,,,Current,MichaelRamlet,True,81.4814814814815,m,USA,Republican,Representative,Legislative,Congress,2019,Incumbent,Florida
Michael Rea,Male,United States,,,Legislative,2008,2023,Former,,False,91.66666666666666,m,USA,Democrat,"Administrator of the
Environmental Protection Agency",Executive,Cabinet,2021,Previous,
Mike Crapo,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,crapoforsenate,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1999,Incumbent,Idaho
Mike Crapo,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,crapoforsenate,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1999,Incumbent,Idaho
Mike Crapo,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,crapoforsenate,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1999,Incumbent,Idaho
Mike Lee,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,basedmikelee,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Utah
Mike Lee,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,basedmikelee,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Utah
Mike Lee,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,basedmikelee,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Utah
Mike Rounds,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenatorRounds,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,South Dakota
Mike Rounds,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenatorRounds,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,South Dakota
Mike Rounds,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenatorRounds,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,South Dakota
Mike Thompson,Male,United States,,,Legislative,2025,,Current,,False,100.0,m,USA,Democratic,Representative,Legislative,Congress,1999,Incumbent,California
Mitch McConnell,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,LeaderMcConnell,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1985,Incumbent,Kentucky
Mitch McConnell,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,LeaderMcConnell,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1985,Incumbent,Kentucky
Mitch McConnell,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,LeaderMcConnell,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1985,Incumbent,Kentucky
Nancy Mace,Female,United States,Republican Party,Member of the US House of Representatives,Legislative,2025,,Current,NancyMace,True,100.0,f,USA,Republican,Representative,Legislative,Congress,2021,Incumbent,South Carolina
Nancy Mace,Female,United States,Republican Party,Member of the US House of Representatives,Legislative,2023,2025,Former,NancyMace,True,100.0,f,USA,Republican,Representative,Legislative,Congress,2021,Incumbent,South Carolina
Nancy Mace,Female,United States,Republican Party,Member of the US House of Representatives,Legislative,2021,2023,Former,NancyMace,True,100.0,f,USA,Republican,Representative,Legislative,Congress,2021,Incumbent,South Carolina
Nancy Pelosi,Female,United States,Democratic Party,Member of the US House of Representatives,Legislative,2019,2021,Former,SpeakerPelosi,True,100.0,f,USA,Democratic,Representative,Legislative,Congress,1987,Incumbent,California
Nancy Pelosi,Female,United States,Democratic Party,Member of the US House of Representatives,Legislative,2021,,Current,SpeakerPelosi,True,100.0,f,USA,Democratic,Representative,Legislative,Congress,1987,Incumbent,California
Nanette Barragán,Female,United States,Democratic Party,Member of the US House of Representatives,Legislative,2023,,Current,RepBarragan,True,86.48648648648648,f,USA,Democratic,Representative,Legislative,Congress,2017,Incumbent,California
Nanette Barragán,Female,United States,Democratic Party,Member of the US House of Representatives,Legislative,2021,2023,Former,RepBarragan,True,86.48648648648648,f,USA,Democratic,Representative,Legislative,Congress,2017,Incumbent,California
Nanette Barragán,Female,United States,Democratic Party,Member of the US House of Representatives,Legislative,2019,2021,Former,RepBarragan,True,86.48648648648648,f,USA,Democratic,Representative,Legislative,Congress,2017,Incumbent,California
Nathaniel Allen,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,False,80.0,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Nathaniel B. Borden,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,False,83.87096774193549,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Nathaniel Jones,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,False,80.0,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Nathaniel Macon,Male,United States,Anti-Administration Party,Member of the US House of Representatives,Legislative,,,Current,,False,86.66666666666667,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Nathaniel Moran,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,2025,,Current,moran4congress,True,100.0,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Nathaniel Moran,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,2023,2025,Former,moran4congress,True,100.0,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
